BHID, XCOLLAR , YCOLLAR , ZCOLLAR 
OC-410-003527,75299.15299,186217.9957,421.2667
OC-410-003528,75305.62312,186217.0328,421.2667
OC-410-003529,75312.09324,186216.0699,421.2667
OC-410-003530,75311.94891,186215.9771,421.2667
OC-410-003531,75318.56336,186215.1071,421.2667
OC-410-003532,75315.89142,186217.1206,421.2667
OC-410-003533,75325.03349,186214.1442,421.2667
OC-410-003534,75160.47973,186243.0159,421.2667
OC-410-003535,75164.06504,186241.5208,421.2667
OC-410-003536,75168.31258,186241.109,421.2667
OC-410-003537,75139.85257,186247.8427,421.2667
OC-410-003538,75146.20434,186246.8769,421.2667
OC-410-003539,75152.55611,186245.911,421.2667
OC-410-003540,75158.84695,186245.1432,421.2667
OC-410-003541,75161.3197,186246.7831,421.2667
OC-410-003542,75164.83329,186245.1361,421.2667
OC-410-003543,75169.18323,186245.6223,421.2667
OC-410-003544,75178.1889,186242.6815,421.2667
OC-410-003545,75184.6079,186241.8579,421.2667
OC-410-003546,75191.0269,186241.0343,421.2667
OC-410-003547,75197.4459,186240.2107,421.2667
OC-410-003548,75203.99641,186238.1221,421.2667
OC-410-003549,75210.38687,186237.218,421.2667
OC-410-003550,75216.77732,186236.3138,421.2667
OC-410-003551,75223.73296,186235.6323,421.2667
OC-410-003552,75230.15916,186234.9662,421.2667
OC-410-003553,75236.54656,186234.0038,421.2667
OC-410-003554,75242.93396,186233.0414,421.2667
OC-410-003555,75249.32137,186232.0789,421.2667
OC-410-003556,75255.70877,186231.1165,421.2667
OC-410-003557,75262.09617,186230.1541,421.2667
OC-410-003558,75268.48357,186229.1916,421.2667
OC-410-003559,75274.94627,186228.2755,421.2667
OC-410-003560,75281.09226,186227.3161,421.2667
OC-410-003561,75287.56062,186226.1963,421.2667
OC-410-003562,75294.03446,186225.4623,421.2667
OC-410-003563,75300.36496,186224.6078,421.2667
OC-410-003564,75306.69547,186223.7533,421.2667
OC-410-003565,75313.02598,186222.8988,421.2667
OC-410-003566,75319.42598,186222.0514,421.2667
OC-410-003567,75325.82599,186221.2041,421.2667
OC-410-003568,75332.226,186220.3567,421.2667
OC-410-003569,75339.17641,186219.6541,421.2667
OC-410-003570,75165.60153,186248.7514,421.2667
OC-410-003571,75140.81092,186254.2998,421.2667
OC-410-003572,75147.12595,186253.3216,421.2667
OC-410-003573,75153.44099,186252.3434,421.2667
OC-410-003574,75159.72555,186251.4642,421.2667
OC-410-003575,75162.15967,186250.5502,421.2667
OC-410-003576,75171.20083,186252.9256,421.2667
OC-410-003577,75170.19203,186249.2739,421.2667
OC-410-003578,75179.36435,186249.0349,421.2667
OC-410-003579,75185.62976,186248.2664,421.2667
OC-410-003580,75191.89516,186247.4978,421.2667
OC-410-003581,75198.16057,186246.7292,421.2667
OC-410-003582,75205.76866,186245.1101,421.2667
OC-410-003583,75211.22096,186243.6228,421.2667
OC-410-003584,75217.58377,186242.5714,421.2667
OC-410-003585,75224.42231,186241.9683,421.2667
OC-410-003586,75230.85155,186241.4018,421.2667
OC-410-003587,75237.38112,186240.4102,421.2667
OC-410-003588,75243.91069,186239.4187,421.2667
OC-410-003589,75250.44025,186238.4271,421.2667
OC-410-003590,75256.96982,186237.4355,421.2667
OC-410-003591,75263.24025,186236.4609,421.2667
OC-410-003592,75269.51068,186235.4863,421.2667
OC-410-003593,75275.78111,186234.5117,421.2667
OC-410-003594,75282.05154,186233.537,421.2667
OC-410-003595,75288.42377,186232.6479,421.2667
OC-410-003596,75294.8614,186231.9485,421.2667
OC-410-003597,75301.18297,186231.0731,421.2667
OC-410-003598,75307.56553,186230.1895,421.2667
OC-410-003599,75313.92737,186229.3087,421.2667
OC-410-003600,75320.34134,186228.4333,421.2667
OC-410-003601,75326.75532,186227.5579,421.2667
OC-410-003602,75333.32785,186226.5863,421.2667
OC-410-003603,75338.66569,186226.6644,421.2667
OC-410-003604,75167.13802,186255.982,421.2667
OC-410-003605,75141.76926,186260.7569,421.2667
OC-410-003606,75148.04756,186259.7663,421.2667
OC-410-003607,75154.32586,186258.7758,421.2667
OC-410-003608,75160.60415,186257.7852,421.2667
OC-410-003609,75164.28198,186258.4865,421.2667
OC-410-003610,75171.53023,186256.5345,421.2667
OC-410-003611,75179.87491,186255.4207,421.2667
OC-410-003612,75186.14873,186254.6315,421.2667
OC-410-003613,75192.32733,186253.6324,421.2667
OC-410-003614,75198.4103,186252.8895,421.2667
OC-410-003615,75205.67048,186251.661,421.2667
OC-410-003616,75212.05505,186250.0276,421.2667
OC-410-003617,75218.39022,186248.8291,421.2667
OC-410-003618,75225.11166,186248.3044,421.2667
OC-410-003619,75232.04282,186247.3631,421.2667
OC-410-003620,75238.31699,186246.4114,421.2667
OC-410-003621,75244.59117,186245.4596,421.2667
OC-410-003622,75250.97257,186244.5428,421.2667
OC-410-003623,75257.35397,186243.6259,421.2667
OC-410-003624,75263.73537,186242.7091,421.2667
OC-410-003625,75270.11676,186241.7923,421.2667
OC-410-003626,75276.49816,186240.8754,421.2667
OC-410-003627,75282.87956,186239.9586,421.2667
OC-410-003628,75289.26096,186239.0417,421.2667
OC-410-003629,75295.66226,186238.4382,421.2667
OC-410-003630,75302.02859,186237.5347,421.2667
OC-410-003631,75308.43559,186236.6258,421.2667
OC-410-003632,75314.82877,186235.7187,421.2667
OC-410-003633,75321.25671,186234.8152,421.2667
OC-410-003634,75327.68464,186233.9117,421.2667
OC-410-003635,75334.13543,186232.7618,421.2667
OC-410-003636,75338.41185,186232.1728,421.2667
OC-410-003637,75167.90627,186259.5973,421.2667
OC-410-003638,75172.40756,186260.1807,421.2667
OC-410-003639,75180.66837,186258.6333,421.2667
OC-410-003640,75142.68873,186266.3098,421.2667
OC-410-003641,75148.89449,186266.0507,421.2667
OC-410-003642,75155.14346,186265.1562,421.2667
OC-410-003643,75161.39244,186264.2618,421.2667
OC-410-003644,75164.95091,186262.1284,421.2667
OC-410-003645,75168.78281,186263.9679,421.2667
OC-410-003646,75172.72733,186264.1581,421.2667
OC-410-003647,75181.04572,186262.04,421.2667
OC-410-003648,75186.58649,186260.5257,421.2667
OC-410-003649,75193.07836,186259.78,421.2667
OC-410-003650,75199.57024,186259.0343,421.2667
OC-410-003651,75206.56537,186258.0765,421.2667
OC-410-003652,75212.88914,186256.4324,421.2667
OC-410-003653,75219.19666,186255.0867,421.2667
OC-410-003654,75225.94183,186254.777,421.2667
OC-410-003655,75232.60237,186254.0188,421.2667
OC-410-003656,75238.95601,186253.0632,421.2667
OC-410-003657,75245.30965,186252.1075,421.2667
OC-410-003658,75251.6633,186251.1518,421.2667
OC-410-003659,75258.01694,186250.1961,421.2667
OC-410-003660,75264.37058,186249.2404,421.2667
OC-410-003661,75270.72422,186248.2848,421.2667
OC-410-003662,75277.1822,186247.335,421.2667
OC-410-003663,75283.64017,186246.3853,421.2667
OC-410-003664,75290.09814,186245.4356,421.2667
OC-410-003665,75296.46312,186244.9279,421.2667
OC-410-003666,75302.87422,186243.9964,421.2667
OC-410-003667,75309.30564,186243.062,421.2667
OC-410-003668,75315.73017,186242.1286,421.2667
OC-410-003669,75322.17207,186241.1971,421.2667
OC-410-003670,75328.61396,186240.2655,421.2667
OC-410-003671,75334.94301,186238.9374,421.2667
OC-410-003672,75338.15801,186237.6813,421.2667
OC-410-003673,75165.63974,186265.9068,421.2667
OC-410-003674,75143.48194,186273.0985,421.2667
OC-410-003675,75149.74141,186272.3352,421.2667
OC-410-003676,75155.96107,186271.5367,421.2667
OC-410-003677,75162.18073,186270.7383,421.2667
OC-410-003678,75166.40183,186269.8305,421.2667
OC-410-003679,75169.65936,186268.3385,421.2667
OC-410-003680,75173.03098,186268.2769,421.2667
OC-410-003681,75181.74902,186267.9005,421.2667
OC-410-003682,75187.99091,186267.316,421.2667
OC-410-003683,75194.54673,186266.2542,421.2667
OC-410-003684,75200.60514,186265.5917,421.2667
OC-410-003685,75207.46027,186264.4919,421.2667
OC-410-003686,75213.92238,186262.5361,421.2667
OC-410-003687,75220.66673,186260.9901,421.2667
OC-410-003688,75226.772,186261.2497,421.2667
OC-410-003689,75233.21799,186260.3798,421.2667
OC-410-003690,75239.59216,186259.4293,421.2667
OC-410-003691,75245.96949,186258.5114,421.2667
OC-410-003692,75252.34681,186257.5935,421.2667
OC-410-003693,75258.72414,186256.6755,421.2667
OC-410-003694,75265.22205,186255.7077,421.2667
OC-410-003695,75271.71997,186254.7398,421.2667
OC-410-003696,75278.12309,186253.8231,421.2667
OC-410-003697,75284.54366,186252.8952,421.2667
OC-410-003698,75290.9555,186251.9729,421.2667
OC-410-003699,75297.26398,186251.4176,421.2667
OC-410-003700,75303.71984,186250.458,421.2667
OC-410-003701,75310.1757,186249.4983,421.2667
OC-410-003702,75316.63156,186248.5386,421.2667
OC-410-003703,75323.08743,186247.5789,421.2667
OC-410-003704,75329.54329,186246.6193,421.2667
OC-410-003705,75335.99915,186245.6596,421.2667
OC-410-003706,75170.5359,186272.7091,421.2667
OC-410-003707,75173.30287,186271.2981,421.2667
OC-410-003708,75182.05583,186271.3883,421.2667
OC-410-003709,75138.14861,186280.4179,421.2667
OC-410-003710,75144.398,186279.3219,421.2667
OC-410-003711,75150.58834,186278.6196,421.2667
OC-410-003712,75156.77868,186277.9172,421.2667
OC-410-003713,75162.96902,186277.2149,421.2667
OC-410-003714,75167.13489,186273.7662,421.2667
OC-410-003715,75175.42855,186276.128,421.2667
OC-410-003716,75183.50929,186274.4377,421.2667
OC-410-003717,75188.7076,186273.8287,421.2667
OC-410-003718,75195.26341,186272.7669,421.2667
OC-410-003719,75201.64005,186272.1491,421.2667
OC-410-003720,75208.35517,186270.9074,421.2667
OC-410-003721,75214.55732,186269.2421,421.2667
OC-410-003722,75220.85776,186267.9407,421.2667
OC-410-003723,75227.60217,186267.7223,421.2667
OC-410-003724,75233.83362,186266.7408,421.2667
OC-410-003725,75240.31479,186265.7936,421.2667
OC-410-003726,75246.79595,186264.8463,421.2667
OC-410-003727,75253.27712,186263.899,421.2667
OC-410-003728,75259.75829,186262.9517,421.2667
OC-410-003729,75266.20374,186262.0721,421.2667
OC-410-003730,75272.6492,186261.1925,421.2667
OC-410-003731,75279.09465,186260.3128,421.2667
OC-410-003732,75285.54011,186259.4332,421.2667
OC-410-003733,75291.98556,186258.5536,421.2667
OC-410-003734,75298.31128,186257.9644,421.2667
OC-410-003735,75304.70581,186256.9902,421.2667
OC-410-003736,75311.10035,186256.016,421.2667
OC-410-003737,75317.49488,186255.0418,421.2667
OC-410-003738,75323.88942,186254.0675,421.2667
OC-410-003739,75330.28395,186253.0933,421.2667
OC-410-003740,75176.2545,186279.8507,421.2667
OC-410-003741,75128.02734,186291.6052,421.2667
OC-410-003742,75132.41758,186288.4842,421.2667
OC-410-003743,75138.58338,186287.3958,421.2667
OC-410-003744,75145.09189,186286.4286,421.2667
OC-410-003745,75151.45687,186285.5865,421.2667
OC-410-003746,75157.89361,186284.6819,421.2667
OC-410-003747,75164.32344,186283.5846,421.2667
OC-410-003748,75169.56127,186282.7643,421.2667
OC-410-003749,75174.50788,186283.2038,421.2667
OC-410-003750,75177.74209,186283.8203,421.2667
OC-410-003751,75185.2764,186280.7514,421.2667
OC-410-003752,75190.83379,186280.6955,421.2667
OC-410-003753,75196.77021,186279.2442,421.2667
OC-410-003754,75203.01014,186278.2836,421.2667
OC-410-003755,75209.25006,186277.3229,421.2667
OC-410-003756,75215.43576,186275.7886,421.2667
OC-410-003757,75221.62147,186274.2543,421.2667
OC-410-003758,75228.46242,186274.4835,421.2667
OC-410-003759,75234.91774,186273.5486,421.2667
OC-410-003760,75241.37306,186272.6136,421.2667
OC-410-003761,75247.82838,186271.6787,421.2667
OC-410-003762,75254.2837,186270.7438,421.2667
OC-410-003763,75260.73902,186269.8089,421.2667
OC-410-003764,75267.19434,186268.874,421.2667
OC-410-003765,75273.64966,186267.939,421.2667
OC-410-003766,75280.10498,186267.0041,421.2667
OC-410-003767,75286.5603,186266.0692,421.2667
OC-410-003768,75293.01562,186265.1343,421.2667
OC-410-003769,75299.35858,186264.5111,421.2667
OC-410-003770,75305.74751,186263.5511,421.2667
OC-410-003771,75312.13644,186262.591,421.2667
OC-410-003772,75318.71602,186261.7028,421.2667
OC-410-003773,75325.1977,186260.7972,421.2667
OC-410-003774,75331.46131,186259.5909,421.2667
OC-410-003775,75337.24781,186258.5834,421.2667
OC-410-003776,75170.38722,186286.487,421.2667
OC-410-003777,75124.65885,186297.4261,421.2667
OC-410-003778,75127.88427,186295.31,421.2667
OC-410-003779,75133.05127,186294.7371,421.2667
OC-410-003780,75139.5664,186293.8215,421.2667
OC-410-003781,75145.92475,186292.9279,421.2667
OC-410-003782,75152.36149,186292.0233,421.2667
OC-410-003783,75158.79824,186291.1186,421.2667
OC-410-003784,75165.23498,186290.214,421.2667
OC-410-003785,75172.14776,186290.4782,421.2667
OC-410-003786,75175.67613,186286.7098,421.2667
OC-410-003787,75179.33617,186287.4858,421.2667
OC-410-003788,75186.79909,186287.5256,421.2667
OC-410-003789,75191.40219,186286.3991,421.2667
OC-410-003790,75197.61885,186285.6032,421.2667
OC-410-003791,75203.8355,186284.8073,421.2667
OC-410-003792,75210.07757,186283.4513,421.2667
OC-410-003793,75216.31963,186282.0954,421.2667
OC-410-003794,75222.56169,186280.7394,421.2667
OC-410-003795,75229.22181,186280.9639,421.2667
OC-410-003796,75235.62667,186280.1291,421.2667
OC-410-003797,75242.03153,186279.2943,421.2667
OC-410-003798,75248.5016,186278.3239,421.2667
OC-410-003799,75254.97168,186277.3536,421.2667
OC-410-003800,75261.44175,186276.3832,421.2667
OC-410-003801,75267.91182,186275.4128,421.2667
OC-410-003802,75274.44528,186274.4884,421.2667
OC-410-003803,75280.97875,186273.5639,421.2667
OC-410-003804,75287.51221,186272.6394,421.2667
OC-410-003805,75294.04568,186271.715,421.2667
OC-410-003806,75300.29085,186270.7081,421.2667
OC-410-003807,75306.74028,186269.7963,421.2667
OC-410-003808,75313.24947,186268.8645,421.2667
OC-410-003809,75319.64789,186268.0642,421.2667
OC-410-003810,75325.99317,186267.0423,421.2667
OC-410-003811,75332.31595,186265.8245,421.2667
OC-410-003812,75337.00387,186263.5747,421.2667
OC-410-003813,75173.24198,186294.1689,421.2667
OC-410-003814,75180.33081,186291.4332,421.2667
OC-410-003815,75249.4143,186282.0491,421.2667
OC-410-003816,75255.7239,186282.2334,421.2667
OC-410-003817,75121.52997,186302.7096,421.2667
OC-410-003818,75127.51915,186302.0785,421.2667
OC-410-003819,75133.95589,186301.1739,421.2667
OC-410-003820,75140.39263,186300.2693,421.2667
OC-410-003821,75146.82938,186299.3646,421.2667
OC-410-003822,75153.26612,186298.46,421.2667
OC-410-003823,75159.70286,186297.5554,421.2667
OC-410-003824,75166.1396,186296.6508,421.2667
OC-410-003825,75174.498,186298.3453,421.2667
OC-410-003826,75181.78473,186294.9955,421.2667
OC-410-003827,75188.5062,186293.516,421.2667
OC-410-003828,75191.88029,186293.042,421.2667
OC-410-003829,75198.2838,186291.845,421.2667
OC-410-003830,75204.80387,186291.3087,421.2667
OC-410-003831,75211.15637,186290.2491,421.2667
OC-410-003832,75217.26924,186288.5859,421.2667
OC-410-003833,75223.50192,186287.2244,421.2667
OC-410-003834,75229.9812,186287.4444,421.2667
OC-410-003835,75236.38649,186286.4399,421.2667
OC-410-003836,75262.4394,186282.4606,421.2667
OC-410-003837,75268.70006,186283.0589,421.2667
OC-410-003838,75275.65648,186280.768,421.2667
OC-410-003839,75282.01008,186279.8937,421.2667
OC-410-003840,75288.47439,186279.0577,421.2667
OC-410-003841,75294.93871,186278.2216,421.2667
OC-410-003842,75301.2138,186277.2827,421.2667
OC-410-003843,75307.63783,186276.3839,421.2667
OC-410-003844,75314.0888,186275.4346,421.2667
OC-410-003845,75320.5298,186274.433,421.2667
OC-410-003846,75327.03458,186273.4614,421.2667
OC-410-003847,75333.36194,186272.3475,421.2667
OC-410-003848,75336.58652,186270.0706,421.2667
OC-410-003849,75178.49812,186298.4406,421.2667
OC-410-003850,75183.58528,186298.7176,421.2667
OC-410-003851,75281.3166,186283.7135,421.2667
OC-410-003852,75123.52278,186308.8702,421.2667
OC-410-003853,75128.44288,186308.665,421.2667
OC-410-003854,75134.88894,186307.9002,421.2667
OC-410-003855,75141.335,186307.1354,421.2667
OC-410-003856,75147.75376,186305.632,421.2667
OC-410-003857,75154.1403,186304.8953,421.2667
OC-410-003858,75160.53645,186303.8493,421.2667
OC-410-003859,75166.92779,186302.9579,421.2667
OC-410-003860,75175.75402,186302.5217,421.2667
OC-410-003861,75173.36176,186301.9732,421.2667
OC-410-003862,75180.38276,186302.5081,421.2667
OC-410-003863,75185.01151,186302.4945,421.2667
OC-410-003864,75192.81253,186299.0704,421.2667
OC-410-003865,75199.26062,186298.6421,421.2667
OC-410-003866,75205.62931,186297.457,421.2667
OC-410-003867,75212.14714,186295.9376,421.2667
OC-410-003868,75218.1712,186294.9587,421.2667
OC-410-003869,75224.44215,186293.7095,421.2667
OC-410-003870,75287.99323,186284.3247,421.2667
OC-410-003871,75295.81686,186284.6732,421.2667
OC-410-003872,75302.23172,186283.686,421.2667
OC-410-003873,75308.64658,186282.6988,421.2667
OC-410-003874,75315.06143,186281.7115,421.2667
OC-410-003875,75321.47629,186280.7243,421.2667
OC-410-003876,75327.89115,186279.7371,421.2667
OC-410-003877,75334.26471,186278.5271,421.2667
OC-410-003878,75177.86025,186305.7716,421.2667
OC-410-003879,75182.48899,186305.7581,421.2667
OC-410-003880,75187.11773,186305.7445,421.2667
OC-410-003881,75315.79645,186285.5798,421.2667
OC-410-003882,75124.94828,186314.7543,421.2667
OC-410-003883,75129.32327,186315.1025,421.2667
OC-410-003884,75135.79051,186314.2971,421.2667
OC-410-003885,75142.20208,186313.5833,421.2667
OC-410-003886,75148.64994,186312.0442,421.2667
OC-410-003887,75155.0593,186311.1488,421.2667
OC-410-003888,75161.47013,186310.2565,421.2667
OC-410-003889,75167.89137,186309.3029,421.2667
OC-410-003890,75173.77994,186308.5084,421.2667
OC-410-003891,75180.004,186309.5224,421.2667
OC-410-003892,75184.56755,186309.4344,421.2667
OC-410-003893,75189.13109,186309.3464,421.2667
OC-410-003894,75200.11122,186304.958,421.2667
OC-410-003895,75206.31647,186303.8957,421.2667
OC-410-003896,75212.90871,186302.9484,421.2667
OC-410-003897,75219.0516,186302.1023,421.2667
OC-410-003898,75322.31173,186285.9066,421.2667
OC-410-003899,75329.08682,186285.9634,421.2667
OC-410-003900,75335.28374,186285.0361,421.2667
OC-410-003901,75182.14776,186313.2731,421.2667
OC-410-003902,75129.7568,186321.4519,421.2667
OC-410-003903,75136.69208,186320.694,421.2667
OC-410-003904,75143.06916,186320.0313,421.2667
OC-410-003905,75149.54611,186318.4563,421.2667
OC-410-003906,75155.97351,186317.5569,421.2667
OC-410-003907,75162.40381,186316.6637,421.2667
OC-410-003908,75168.85495,186315.6479,421.2667
OC-410-003909,75177.56597,186315.7208,421.2667
OC-410-003910,75173.48388,186314.5634,421.2667
OC-410-003911,75184.29151,186317.0239,421.2667
OC-410-003912,75186.6461,186313.1108,421.2667
OC-410-003913,75191.14445,186312.9484,421.2667
OC-410-003914,75202.45493,186311.6019,421.2667
OC-410-003915,75213.8378,186309.7049,421.2667
OC-410-003916,75131.08404,186327.9775,421.2667
OC-410-003917,75137.59365,186327.0909,421.2667
OC-410-003918,75143.93624,186326.4792,421.2667
OC-410-003919,75150.44229,186324.8684,421.2667
OC-410-003920,75156.88771,186323.965,421.2667
OC-410-003921,75163.3375,186323.071,421.2667
OC-410-003922,75169.36011,186322.336,421.2667
OC-410-003923,75177.46848,186321.6659,421.2667
OC-410-003924,75182.98822,186321.2347,421.2667
OC-410-003925,75186.4451,186320.2067,421.2667
OC-410-003926,75188.72466,186316.7871,421.2667
OC-410-003927,75190.38198,186320.0888,421.2667
OC-410-003928,75193.19459,186316.5916,421.2667
OC-410-003929,75201.47872,186317.866,421.2667
OC-410-003930,75188.09443,186323.859,421.2667
OC-410-003931,75192.52196,186323.6161,421.2667
OC-410-003932,75194.65742,186320.4212,421.2667
OC-410-003933,75131.96443,186334.415,421.2667
OC-410-003934,75138.49523,186333.4878,421.2667
OC-410-003935,75144.80332,186332.9271,421.2667
OC-410-003936,75151.33846,186331.2806,421.2667
OC-410-003937,75157.54577,186330.8349,421.2667
OC-410-003938,75164.27118,186329.4782,421.2667
OC-410-003939,75170.66389,186328.7043,421.2667
OC-410-003940,75177.37098,186327.611,421.2667
OC-410-003941,75183.40965,186327.2882,421.2667
OC-410-003942,75189.97878,186327.4489,421.2667
OC-410-003943,75194.13887,186327.2634,421.2667
OC-410-003944,75196.87133,186323.7189,421.2667
OC-410-003945,75195.75577,186330.9106,421.2667
OC-410-003946,75197.70556,186327.8147,421.2667
OC-410-003947,75132.57699,186340.7823,421.2667
OC-410-003948,75139.01356,186339.9946,421.2667
OC-410-003949,75145.6704,186339.3751,421.2667
OC-410-003950,75152.23464,186337.6927,421.2667
OC-410-003951,75158.71611,186336.7812,421.2667
OC-410-003952,75165.20486,186335.8854,421.2667
OC-410-003953,75170.11127,186335.3105,421.2667
OC-410-003954,75176.5885,186334.7951,421.2667
OC-410-003955,75184.23806,186333.7652,421.2667
OC-410-003956,75191.86313,186331.0387,421.2667
OC-410-003957,75199.01129,186331.1717,421.2667
OC-410-003958,75190.87758,186332.5573,421.2667
OC-410-003959,75193.74749,186334.6286,421.2667
OC-410-003960,75197.37268,186334.5579,421.2667
OC-410-003961,75133.78635,186347.2728,421.2667
OC-410-003962,75140.29837,186346.2816,421.2667
OC-410-003963,75146.62182,186345.777,421.2667
OC-410-003964,75153.13081,186344.1048,421.2667
OC-410-003965,75159.63031,186343.1893,421.2667
OC-410-003966,75166.05673,186342.5585,421.2667
OC-410-003967,75178.67606,186340.8748,421.2667
OC-410-003968,75185.29019,186340.0023,421.2667
OC-410-003969,75191.80558,186339.6548,421.2667
OC-410-003970,75195.3885,186337.9136,421.2667
OC-410-003971,75200.31703,186334.5288,421.2667
OC-410-003972,75199.13786,186338.4129,421.2667
OC-410-003973,75134.37865,186353.3351,421.2667
OC-410-003974,75141.19994,186352.6785,421.2667
OC-410-003975,75147.57323,186352.1789,421.2667
OC-410-003976,75154.02699,186350.5169,421.2667
OC-410-003977,75160.54451,186349.5974,421.2667
OC-410-003978,75167.06879,186348.9448,421.2667
OC-410-003979,75175.63373,186347.4829,421.2667
OC-410-003980,75179.58248,186347.4276,421.2667
OC-410-003981,75186.02871,186346.5752,421.2667
OC-410-003982,75192.65927,186345.906,421.2667
OC-410-003983,75198.94244,186344.7377,421.2667
OC-410-003984,75135.66942,186360.1134,421.2667
OC-410-003985,75142.10151,186359.0754,421.2667
OC-410-003986,75148.52464,186358.5807,421.2667
OC-410-003987,75154.94034,186356.8988,421.2667
OC-410-003988,75161.4355,186356.0317,421.2667
OC-410-003989,75167.80441,186355.4961,421.2667
OC-410-003990,75175.40607,186354.3759,421.2667
OC-410-003991,75180.48891,186353.9805,421.2667
OC-410-003992,75186.92403,186352.9802,421.2667
OC-410-003993,75193.5639,186352.3427,421.2667
OC-410-003994,75199.91429,186351.2817,421.2667
OC-410-003995,75136.29669,186366.2841,421.2667
OC-410-003996,75143.00308,186365.4723,421.2667
OC-410-003997,75149.47605,186364.9826,421.2667
OC-410-003998,75155.85369,186363.2807,421.2667
OC-410-003999,75162.1574,186362.1993,421.2667
OC-410-004000,75168.29791,186361.5563,421.2667
OC-410-004001,75175.1784,186361.2688,421.2667
OC-410-004002,75181.39533,186360.5334,421.2667
OC-410-004003,75187.81936,186359.3852,421.2667
OC-410-004004,75194.46852,186358.7795,421.2667
OC-410-004005,75200.81891,186357.7185,421.2667
OC-410-004006,75143.90465,186371.8692,421.2667
OC-410-004007,75150.36854,186371.268,421.2667
OC-410-004008,75156.76704,186369.6626,421.2667
OC-410-004009,75163.22117,186369.2265,421.2667
OC-410-004010,75167.59171,186368.2392,421.2667
OC-410-004011,75176.18077,186367.4496,421.2667
OC-410-004012,75182.37571,186366.8302,421.2667
OC-410-004013,75188.74266,186365.8736,421.2667
OC-410-004014,75195.37315,186365.2162,421.2667
OC-410-004015,75201.72354,186364.1552,421.2667
OC-410-004016,75138.37836,186379.1695,421.2667
OC-410-004017,75144.80622,186378.2661,421.2667
OC-410-004018,75151.26104,186377.5533,421.2667
OC-410-004019,75157.68039,186376.0445,421.2667
OC-410-004020,75164.10847,186375.3346,421.2667
OC-410-004021,75176.84828,186373.7144,421.2667
OC-410-004022,75183.35609,186373.127,421.2667
OC-410-004023,75189.66596,186372.3619,421.2667
OC-410-004024,75196.27777,186371.653,421.2667
OC-410-004025,75202.71051,186370.6832,421.2667
OC-410-004026,75139.26206,186385.4874,421.2667
OC-410-004027,75146.17196,186384.6859,421.2667
OC-410-004028,75152.15353,186383.8387,421.2667
OC-410-004029,75158.59374,186382.4263,421.2667
OC-410-004030,75164.65801,186382.1027,421.2667
OC-410-004031,75174.17993,186380.8512,421.2667
OC-410-004032,75177.89973,186380.3284,421.2667
OC-410-004033,75184.33647,186379.4238,421.2667
OC-410-004034,75190.58926,186378.8502,421.2667
OC-410-004035,75197.1824,186378.0897,421.2667
OC-410-004036,75203.6467,186376.7099,421.2667
OC-410-004037,75140.14576,186391.8053,421.2667
OC-410-004038,75146.58261,186390.9964,421.2667
OC-410-004039,75153.04602,186390.124,421.2667
OC-410-004040,75159.10789,186389.2633,421.2667
OC-410-004041,75165.1336,186388.7497,421.2667
OC-410-004042,75173.61888,186387.4939,421.2667
OC-410-004043,75178.80436,186386.7652,421.2667
OC-410-004044,75185.2411,186385.8605,421.2667
OC-410-004045,75191.51119,186385.0839,421.2667
OC-410-004046,75198.08702,186384.5264,421.2667
OC-410-004047,75204.55132,186383.1467,421.2667
OC-410-004048,75141.02946,186398.1231,421.2667
OC-410-004049,75147.45742,186397.3298,421.2667
OC-410-004050,75153.88539,186396.5364,421.2667
OC-410-004051,75159.84601,186394.2319,421.2667
OC-410-004052,75166.64259,186397.7594,421.2667
OC-410-004053,75173.27224,186394.1065,421.2667
OC-410-004054,75179.70898,186393.2019,421.2667
OC-410-004055,75186.14572,186392.2973,421.2667
OC-410-004056,75192.43313,186391.3176,421.2667
OC-410-004057,75198.90694,186390.9555,421.2667
OC-410-004058,75205.37796,186389.92,421.2667
OC-410-004059,75129.17307,186408.1341,421.2667
OC-410-004060,75136.2157,186405.0932,421.2667
OC-410-004061,75154.31941,186404.4917,421.2667
OC-410-004062,75160.81064,186403.0354,421.2667
OC-410-004063,75167.25026,186401.9399,421.2667
OC-410-004064,75173.68989,186400.8443,421.2667
OC-410-004065,75180.12951,186399.7488,421.2667
OC-410-004066,75187.05035,186398.734,421.2667
OC-410-004067,75193.35507,186397.5513,421.2667
OC-410-004068,75200.03252,186397.3026,421.2667
OC-410-004069,75206.28259,186396.3567,421.2667
OC-410-004070,75148.15723,186407.8419,421.2667
OC-410-004071,75135.93571,186414.1962,421.2667
OC-410-004072,75142.35921,186412.5581,421.2667
OC-410-004073,75148.78272,186410.92,421.2667
OC-410-004074,75155.59138,186409.7584,421.2667
OC-410-004075,75161.94612,186408.8802,421.2667
OC-410-004076,75168.30086,186408.002,421.2667
OC-410-004077,75174.6556,186407.1238,421.2667
OC-410-004078,75181.0499,186406.1623,421.2667
OC-410-004079,75187.95497,186405.1708,421.2667
OC-410-004080,75193.87825,186403.3452,421.2667
OC-410-004081,75200.93714,186403.7394,421.2667
OC-410-004082,75207.18721,186402.7935,421.2667
OC-410-004083,75130.60898,186420.3299,421.2667
OC-410-004084,75134.31041,186421.7795,421.2667
OC-410-004085,75139.111,186420.0247,421.2667
OC-410-004086,75143.9116,186418.2699,421.2667
OC-410-004087,75150.26687,186416.8801,421.2667
